id,device_id,batch_id,model_name,sequence,machine_status,status_info,vision_result,vision_result_code,defect_type,sensor_data,timestamp
17131,RASP_PI_05,BATCH_20260524_825,SMT_CHIP_C10,24,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.8, ""humidity"": 42.4, ""vibration_x"": 0.012, ""vibration_y"": 0.009, ""illumination"": 1213}",2026-05-24 15:55:31.719
17132,RASP_PI_01,BATCH_20260524_193,SMT_CHIP_A20,6,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.7, ""humidity"": 41.1, ""vibration_x"": 0.024, ""vibration_y"": 0.008, ""illumination"": 1156}",2026-05-24 15:55:31.780
17133,RASP_PI_02,BATCH_20260524_190,SMT_CHIP_A20,6,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.1, ""humidity"": 42.7, ""vibration_x"": 0.017, ""vibration_y"": 0.007, ""illumination"": 1207}",2026-05-24 15:55:31.780
17134,RASP_PI_03,BATCH_20260524_091,SMT_CHIP_B15,6,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.9, ""humidity"": 51.3, ""vibration_x"": 0.019, ""vibration_y"": 0.015, ""illumination"": 1265}",2026-05-24 15:55:31.780
17135,RASP_PI_04,BATCH_20260524_500,SMT_CHIP_B15,21,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.6, ""humidity"": 50.8, ""vibration_x"": 0.025, ""vibration_y"": 0.022, ""illumination"": 1266}",2026-05-24 15:55:31.810
17136,RASP_PI_05,BATCH_20260524_825,SMT_CHIP_C10,25,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.3, ""humidity"": 48.0, ""vibration_x"": 0.009, ""vibration_y"": 0.018, ""illumination"": 1274}",2026-05-24 15:55:31.826
17137,RASP_PI_01,BATCH_20260524_193,SMT_CHIP_A20,7,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.3, ""humidity"": 51.0, ""vibration_x"": 0.007, ""vibration_y"": 0.006, ""illumination"": 1250}",2026-05-24 15:55:31.888
17138,RASP_PI_02,BATCH_20260524_190,SMT_CHIP_A20,7,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 35.1, ""humidity"": 52.1, ""vibration_x"": 0.007, ""vibration_y"": 0.019, ""illumination"": 1159}",2026-05-24 15:55:31.888
17139,RASP_PI_03,BATCH_20260524_091,SMT_CHIP_B15,7,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.9, ""humidity"": 54.6, ""vibration_x"": 0.012, ""vibration_y"": 0.012, ""illumination"": 1204}",2026-05-24 15:55:31.888
17140,RASP_PI_04,BATCH_20260524_500,SMT_CHIP_B15,22,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.0, ""humidity"": 47.9, ""vibration_x"": 0.023, ""vibration_y"": 0.014, ""illumination"": 1176}",2026-05-24 15:55:31.919
17141,RASP_PI_05,BATCH_20260524_825,SMT_CHIP_C10,26,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.2, ""humidity"": 40.9, ""vibration_x"": 0.028, ""vibration_y"": 0.024, ""illumination"": 1288}",2026-05-24 15:55:31.934
17142,RASP_PI_01,BATCH_20260524_193,SMT_CHIP_A20,8,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.6, ""humidity"": 46.4, ""vibration_x"": 0.029, ""vibration_y"": 0.005, ""illumination"": 1198}",2026-05-24 15:55:31.997
17143,RASP_PI_02,BATCH_20260524_190,SMT_CHIP_A20,8,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.8, ""humidity"": 41.2, ""vibration_x"": 0.012, ""vibration_y"": 0.028, ""illumination"": 1284}",2026-05-24 15:55:31.997
17144,RASP_PI_03,BATCH_20260524_091,SMT_CHIP_B15,8,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.5, ""humidity"": 48.9, ""vibration_x"": 0.005, ""vibration_y"": 0.02, ""illumination"": 1275}",2026-05-24 15:55:31.997
17145,RASP_PI_04,BATCH_20260524_500,SMT_CHIP_B15,23,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.6, ""humidity"": 40.7, ""vibration_x"": 0.006, ""vibration_y"": 0.019, ""illumination"": 1228}",2026-05-24 15:55:32.027
17146,CONT_PI_02,CONT_20260524_441,SMT_CONT_B10,11,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 40.2, ""humidity"": 53.1, ""vibration_x"": 0.02, ""vibration_y"": 0.013, ""illumination"": 1166}",2026-05-24 15:55:32.043
17147,RASP_PI_05,BATCH_20260524_825,SMT_CHIP_C10,27,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.9, ""humidity"": 44.7, ""vibration_x"": 0.016, ""vibration_y"": 0.006, ""illumination"": 1297}",2026-05-24 15:55:32.043
17148,CONT_PI_01,CONT_20260524_573,SMT_CONT_A10,16,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.3, ""humidity"": 54.2, ""vibration_x"": 0.015, ""vibration_y"": 0.011, ""illumination"": 1267}",2026-05-24 15:55:32.074
17149,RASP_PI_01,BATCH_20260524_193,SMT_CHIP_A20,9,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.9, ""humidity"": 46.8, ""vibration_x"": 0.024, ""vibration_y"": 0.006, ""illumination"": 1286}",2026-05-24 15:55:32.105
17150,RASP_PI_02,BATCH_20260524_190,SMT_CHIP_A20,9,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.7, ""humidity"": 54.6, ""vibration_x"": 0.01, ""vibration_y"": 0.028, ""illumination"": 1262}",2026-05-24 15:55:32.105
17151,RASP_PI_03,BATCH_20260524_091,SMT_CHIP_B15,9,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.95, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.9, ""humidity"": 47.4, ""vibration_x"": 0.005, ""vibration_y"": 0.017, ""illumination"": 1281}",2026-05-24 15:55:32.105
17152,RASP_PI_04,BATCH_20260524_500,SMT_CHIP_B15,24,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.95, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.4, ""humidity"": 46.8, ""vibration_x"": 0.017, ""vibration_y"": 0.022, ""illumination"": 1182}",2026-05-24 15:55:32.137
17153,RASP_PI_05,BATCH_20260524_825,SMT_CHIP_C10,28,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 40.1, ""humidity"": 51.8, ""vibration_x"": 0.016, ""vibration_y"": 0.023, ""illumination"": 1287}",2026-05-24 15:55:32.151
17154,RASP_PI_01,BATCH_20260524_193,SMT_CHIP_A20,10,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.0, ""humidity"": 43.5, ""vibration_x"": 0.021, ""vibration_y"": 0.011, ""illumination"": 1174}",2026-05-24 15:55:32.213
17155,RASP_PI_02,BATCH_20260524_190,SMT_CHIP_A20,10,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.7, ""humidity"": 40.9, ""vibration_x"": 0.015, ""vibration_y"": 0.01, ""illumination"": 1182}",2026-05-24 15:55:32.213
17156,RASP_PI_03,BATCH_20260524_091,SMT_CHIP_B15,10,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.6, ""humidity"": 46.8, ""vibration_x"": 0.011, ""vibration_y"": 0.025, ""illumination"": 1159}",2026-05-24 15:55:32.213
17157,RASP_PI_04,BATCH_20260524_500,SMT_CHIP_B15,25,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.8, ""humidity"": 53.9, ""vibration_x"": 0.012, ""vibration_y"": 0.018, ""illumination"": 1254}",2026-05-24 15:55:32.243
17158,RASP_PI_05,BATCH_20260524_825,SMT_CHIP_C10,29,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.3, ""humidity"": 46.8, ""vibration_x"": 0.022, ""vibration_y"": 0.017, ""illumination"": 1277}",2026-05-24 15:55:32.259
17159,RASP_PI_01,BATCH_20260524_193,SMT_CHIP_A20,11,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.2, ""humidity"": 48.3, ""vibration_x"": 0.025, ""vibration_y"": 0.012, ""illumination"": 1267}",2026-05-24 15:55:32.321
17160,RASP_PI_02,BATCH_20260524_190,SMT_CHIP_A20,11,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.5, ""humidity"": 48.4, ""vibration_x"": 0.017, ""vibration_y"": 0.011, ""illumination"": 1229}",2026-05-24 15:55:32.321
17161,RASP_PI_03,BATCH_20260524_091,SMT_CHIP_B15,11,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.0, ""humidity"": 45.5, ""vibration_x"": 0.014, ""vibration_y"": 0.015, ""illumination"": 1242}",2026-05-24 15:55:32.321
17162,RASP_PI_04,BATCH_20260524_500,SMT_CHIP_B15,26,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 35.4, ""humidity"": 48.2, ""vibration_x"": 0.015, ""vibration_y"": 0.009, ""illumination"": 1267}",2026-05-24 15:55:32.352
17163,RASP_PI_05,BATCH_20260524_825,SMT_CHIP_C10,30,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.7, ""humidity"": 44.3, ""vibration_x"": 0.014, ""vibration_y"": 0.023, ""illumination"": 1169}",2026-05-24 15:55:32.367
17164,RASP_PI_01,BATCH_20260524_193,SMT_CHIP_A20,12,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 39.9, ""humidity"": 44.4, ""vibration_x"": 0.015, ""vibration_y"": 0.014, ""illumination"": 1218}",2026-05-24 15:55:32.429
17165,RASP_PI_02,BATCH_20260524_190,SMT_CHIP_A20,12,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.9, ""humidity"": 41.9, ""vibration_x"": 0.021, ""vibration_y"": 0.01, ""illumination"": 1164}",2026-05-24 15:55:32.429
17166,RASP_PI_03,BATCH_20260524_091,SMT_CHIP_B15,12,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.95, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 35.5, ""humidity"": 45.9, ""vibration_x"": 0.021, ""vibration_y"": 0.029, ""illumination"": 1155}",2026-05-24 15:55:32.429
17167,RASP_PI_04,BATCH_20260524_500,SMT_CHIP_B15,27,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.95, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.6, ""humidity"": 40.0, ""vibration_x"": 0.011, ""vibration_y"": 0.023, ""illumination"": 1205}",2026-05-24 15:55:32.461
17168,RASP_PI_05,BATCH_20260524_825,SMT_CHIP_C10,31,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 35.4, ""humidity"": 55.0, ""vibration_x"": 0.011, ""vibration_y"": 0.024, ""illumination"": 1248}",2026-05-24 15:55:32.476
17169,RASP_PI_01,BATCH_20260524_193,SMT_CHIP_A20,13,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 35.4, ""humidity"": 45.4, ""vibration_x"": 0.006, ""vibration_y"": 0.029, ""illumination"": 1208}",2026-05-24 15:55:32.539
17170,RASP_PI_02,BATCH_20260524_190,SMT_CHIP_A20,13,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 40.5, ""humidity"": 53.5, ""vibration_x"": 0.025, ""vibration_y"": 0.022, ""illumination"": 1200}",2026-05-24 15:55:32.539
17171,RASP_PI_03,BATCH_20260524_091,SMT_CHIP_B15,13,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.99, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.2, ""humidity"": 48.6, ""vibration_x"": 0.008, ""vibration_y"": 0.021, ""illumination"": 1200}",2026-05-24 15:55:32.539
17172,CONT_PI_02,CONT_20260524_441,SMT_CONT_B10,12,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.96, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.6, ""humidity"": 53.7, ""vibration_x"": 0.01, ""vibration_y"": 0.022, ""illumination"": 1284}",2026-05-24 15:55:32.555
17173,RASP_PI_04,BATCH_20260524_500,SMT_CHIP_B15,28,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 41.6, ""humidity"": 41.4, ""vibration_x"": 0.009, ""vibration_y"": 0.009, ""illumination"": 1293}",2026-05-24 15:55:32.570
17174,CONT_PI_01,CONT_20260524_573,SMT_CONT_A10,17,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.95, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.3, ""humidity"": 54.1, ""vibration_x"": 0.009, ""vibration_y"": 0.023, ""illumination"": 1281}",2026-05-24 15:55:32.586
17175,RASP_PI_05,BATCH_20260524_825,SMT_CHIP_C10,32,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 37.4, ""humidity"": 48.7, ""vibration_x"": 0.026, ""vibration_y"": 0.008, ""illumination"": 1191}",2026-05-24 15:55:32.586
17176,RASP_PI_01,BATCH_20260524_193,SMT_CHIP_A20,14,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.98, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 36.6, ""humidity"": 50.8, ""vibration_x"": 0.026, ""vibration_y"": 0.013, ""illumination"": 1287}",2026-05-24 15:55:32.648
17177,RASP_PI_02,BATCH_20260524_190,SMT_CHIP_A20,14,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 38.6, ""humidity"": 42.9, ""vibration_x"": 0.009, ""vibration_y"": 0.012, ""illumination"": 1168}",2026-05-24 15:55:32.649
17178,RASP_PI_03,BATCH_20260524_091,SMT_CHIP_B15,14,RUN,"[{""code"": ""SV-PR-00"", ""msg"": ""Vision Inspection OK"", ""severity"": ""LOW"", ""direction"": ""TOP"", ""part_location"": ""ZONE_ALL"", ""is_capture_required"": false}]","{""result"": ""OK"", ""defect_type"": ""NONE"", ""confidence"": 0.97, ""inspection_area"": ""ALL"", ""image_url"": null}",OK,NONE,"{""temperature"": 40.5, ""humidity"": 43.8, ""vibration_x"": 0.023, ""vibration_y"": 0.009, ""illumination"": 1251}",2026-05-24 15:55:32.649
